Sr No.,Spectrum,ComponentName,C,O,Al,Si,P,S,Cr,Mn,Ni,Pb,Fe,Mo,Cu,Sn,Zn,Au,K,N,Ca,V,W,Cl
2959,69,Support Sealing,4.6,0.55,0.4,0.27,0.0,0.0,0.2,0.68,0.0,0.0,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2960,70,Support Sealing,4.11,0.59,0.44,0.28,0.0,0.0,0.21,0.81,0.0,0.0,93.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2961,71,Support Sealing,4.51,0.56,0.44,0.22,0.0,0.0,0.24,0.63,0.0,0.0,93.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2962,72,Support Sealing,3.76,0.68,0.51,0.28,0.0,0.0,0.22,0.66,0.0,0.0,93.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2963,73,Support Sealing,4.64,0.7,0.52,0.38,0.0,0.0,0.26,0.7,0.0,0.0,92.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2964,74,Support Sealing,5.38,0.78,0.44,0.28,0.0,0.0,0.25,0.59,0.0,0.0,92.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2965,75,Support Sealing,4.53,0.73,0.48,0.36,0.0,0.0,0.24,0.77,0.0,0.0,92.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2966,76,Support Sealing,5.45,0.57,0.45,0.28,0.0,0.0,0.23,0.64,0.0,0.0,92.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2967,77,Support Sealing,5.8,0.73,0.45,0.41,0.0,0.0,0.25,0.69,0.0,0.0,91.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2968,78,Support Sealing,4.81,0.62,0.34,0.29,0.0,0.0,0.19,0.65,0.0,0.0,93.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2969,79,Support Sealing,4.3,0.7,0.61,0.32,0.0,0.0,0.26,0.73,0.0,0.0,93.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2970,80,Support Sealing,4.12,0.52,0.34,0.28,0.0,0.0,0.21,0.57,0.0,0.0,93.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2971,81,Support Sealing,4.95,0.64,0.45,0.27,0.0,0.0,0.28,0.7,0.0,0.0,92.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2972,82,Support Sealing,4.64,0.56,0.41,0.34,0.0,0.0,0.23,0.68,0.0,0.0,93.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2973,83,Support Sealing,4.9,0.72,0.41,0.26,0.0,0.0,0.25,0.7,0.0,0.0,92.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2974,84,Support Sealing,5.08,0.66,0.39,0.3,0.0,0.0,0.22,0.69,0.0,0.0,92.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2975,85,Support Sealing,4.76,0.71,0.44,0.28,0.0,0.0,0.19,0.61,0.0,0.0,93.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2976,86,Support Sealing,4.35,0.71,0.52,0.3,0.0,0.0,0.21,0.68,0.0,0.0,93.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2977,87,Support Sealing,5.31,0.57,0.48,0.27,0.0,0.0,0.2,0.63,0.0,0.0,92.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2978,88,Support Sealing,4.73,0.69,0.48,0.31,0.0,0.0,0.25,0.57,0.0,0.0,92.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2979,89,Support Sealing,5.31,0.72,0.4,0.34,0.0,0.0,0.23,0.55,0.0,0.0,92.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2980,90,Support Sealing,4.83,0.69,0.47,0.33,0.0,0.0,0.17,0.59,0.0,0.0,92.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2981,91,Support Sealing,4.41,0.78,0.49,0.29,0.0,0.0,0.2,0.71,0.0,0.0,93.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2982,92,Support Sealing,5.1,0.65,0.5,0.37,0.0,0.0,0.24,0.61,0.0,0.0,92.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2983,93,Support Sealing,4.06,0.7,0.41,0.31,0.0,0.0,0.28,0.57,0.0,0.0,93.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2984,94,Support Sealing,4.58,0.8,0.55,0.3,0.0,0.0,0.26,0.64,0.0,0.0,92.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2985,95,Support Sealing,4.66,0.68,0.41,0.29,0.0,0.0,0.19,0.67,0.0,0.0,93.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2986,96,Support Sealing,4.96,0.64,0.36,0.28,0.0,0.0,0.24,0.74,0.0,0.0,92.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2987,1,UFK Spring,2.5,1.21,0.0,1.77,0.0,0.0,0.67,0.83,0.0,0.0,93.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2988,2,UFK Spring,1.92,1.48,0.0,1.06,0.0,0.0,0.62,0.76,0.0,0.0,94.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2989,3,UFK Spring,1.68,1.18,0.0,1.49,0.0,0.0,0.75,0.7,0.0,0.0,94.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2990,4,UFK Spring,1.97,1.09,0.0,1.38,0.0,0.0,0.67,0.68,0.0,0.0,94.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2991,5,UFK Spring,2.05,1.47,0.0,1.44,0.0,0.0,0.82,0.74,0.0,0.0,93.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2992,6,UFK Spring,2.68,1.11,0.0,1.47,0.0,0.0,0.61,0.7,0.0,0.0,93.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2993,7,UFK Spring,1.88,1.32,0.0,1.47,0.0,0.0,0.66,0.65,0.0,0.0,94.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2994,8,UFK Spring,2.03,0.75,0.0,1.39,0.0,0.0,0.55,0.67,0.0,0.0,94.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2995,9,UFK Spring,2.58,1.19,0.0,1.53,0.0,0.0,0.75,0.9,0.0,0.0,93.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2996,10,UFK Spring,1.83,1.46,0.0,1.21,0.0,0.0,0.57,0.69,0.0,0.0,94.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2997,11,UFK Spring,2.03,1.48,0.0,1.23,0.0,0.0,0.62,0.77,0.0,0.0,93.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2998,12,UFK Spring,2.11,1.07,0.0,1.3,0.0,0.0,0.69,0.81,0.0,0.0,94.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2999,13,UFK Spring,1.96,1.48,0.0,1.36,0.0,0.0,0.8,0.83,0.0,0.0,93.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,14,UFK Spring,2.17,1.25,0.0,1.55,0.0,0.0,0.69,0.78,0.0,0.0,93.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3001,15,UFK Spring,2.16,1.16,0.0,1.23,0.0,0.0,0.57,0.63,0.0,0.0,94.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3002,16,UFK Spring,2.14,1.13,0.0,1.07,0.0,0.0,0.78,0.6,0.0,0.0,94.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3003,17,UFK Spring,1.98,1.05,0.0,1.31,0.0,0.0,0.59,0.65,0.0,0.0,94.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3004,18,UFK Spring,2.61,1.2,0.0,1.49,0.0,0.0,0.66,0.66,0.0,0.0,93.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005,19,UFK Spring,2.05,1.27,0.0,1.54,0.0,0.0,0.69,0.65,0.0,0.0,93.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3006,20,UFK Spring,2.99,1.38,0.0,1.45,0.0,0.0,0.65,0.79,0.0,0.0,92.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3007,21,UFK Spring,2.29,1.23,0.0,1.23,0.0,0.0,0.68,0.64,0.0,0.0,93.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3008,22,UFK Spring,1.83,0.94,0.0,1.55,0.0,0.0,0.76,0.77,0.0,0.0,94.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3009,23,UFK Spring,1.68,1.18,0.0,1.36,0.0,0.0,0.67,0.62,0.0,0.0,94.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3010,24,UFK Spring,2.56,1.04,0.0,1.37,0.0,0.0,0.78,0.81,0.0,0.0,93.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3011,25,UFK Spring,2.16,1.35,0.0,1.28,0.0,0.0,0.65,0.7,0.0,0.0,93.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3012,26,UFK Spring,2.06,1.41,0.0,1.42,0.0,0.0,0.77,0.88,0.0,0.0,93.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3013,27,UFK Spring,2.23,1.31,0.0,1.28,0.0,0.0,0.61,0.58,0.0,0.0,93.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3014,28,UFK Spring,2.16,1.26,0.0,1.43,0.0,0.0,0.69,0.79,0.0,0.0,93.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3015,29,UFK Spring,2.35,1.34,0.0,1.68,0.0,0.0,0.85,0.91,0.0,0.0,92.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3016,30,UFK Spring,2.46,1.23,0.0,1.77,0.0,0.0,0.77,0.66,0.0,0.0,93.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3017,31,UFK Spring,2.46,1.4,0.0,1.77,0.0,0.0,0.63,0.73,0.0,0.0,93.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3018,32,UFK Spring,2.3,1.25,0.0,1.37,0.0,0.0,0.61,0.72,0.0,0.0,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3019,33,UFK Spring,1.83,1.22,0.0,1.3,0.0,0.0,0.67,0.7,0.0,0.0,94.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3020,34,UFK Spring,2.56,1.14,0.0,1.45,0.0,0.0,0.64,0.8,0.0,0.0,93.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3021,35,UFK Spring,2.92,1.51,0.0,1.6,0.0,0.0,0.69,0.82,0.0,0.0,92.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3022,36,UFK Spring,2.03,1.31,0.0,1.31,0.0,0.0,0.68,0.79,0.0,0.0,93.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3023,37,UFK Spring,2.46,1.28,0.0,1.39,0.0,0.0,0.64,0.7,0.0,0.0,93.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3024,38,UFK Spring,2.57,1.23,0.0,1.29,0.0,0.0,0.71,0.74,0.0,0.0,93.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3025,39,UFK Spring,2.16,1.36,0.0,1.47,0.0,0.0,0.72,0.77,0.0,0.0,93.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3026,40,UFK Spring,2.05,1.35,0.0,1.37,0.0,0.0,0.59,0.64,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3027,41,UFK Spring,2.49,1.03,0.0,1.51,0.0,0.0,0.59,0.64,0.0,0.0,93.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3028,42,UFK Spring,2.2,1.28,0.0,1.4,0.0,0.0,0.71,0.7,0.0,0.0,93.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3029,43,UFK Spring,2.24,1.06,0.0,1.32,0.0,0.0,0.8,0.63,0.0,0.0,93.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3030,44,UFK Spring,2.85,1.04,0.0,1.35,0.0,0.0,0.6,0.76,0.0,0.0,93.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3031,45,UFK Spring,2.12,1.04,0.0,1.61,0.0,0.0,0.59,0.75,0.0,0.0,93.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3032,46,UFK Spring,2.33,1.25,0.0,1.05,0.0,0.0,0.65,0.68,0.0,0.0,94.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3033,47,UFK Spring,2.05,1.27,0.0,1.59,0.0,0.0,0.7,0.74,0.0,0.0,93.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3034,48,UFK Spring,2.48,1.05,0.0,1.81,0.0,0.0,0.65,0.93,0.0,0.0,93.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3035,49,UFK Spring,2.21,1.53,0.0,1.17,0.0,0.0,0.69,0.78,0.0,0.0,93.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3036,50,UFK Spring,1.82,1.45,0.0,1.27,0.0,0.0,0.6,0.76,0.0,0.0,94.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3037,51,UFK Spring,2.05,1.39,0.0,1.58,0.0,0.0,0.68,0.82,0.0,0.0,93.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3038,52,UFK Spring,2.2,1.28,0.0,1.39,0.0,0.0,0.76,0.7,0.0,0.0,93.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3039,53,UFK Spring,2.41,1.41,0.0,1.37,0.0,0.0,0.68,0.63,0.0,0.0,93.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3040,54,UFK Spring,2.23,1.0,0.0,1.58,0.0,0.0,0.66,0.68,0.0,0.0,93.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3041,55,UFK Spring,2.19,1.3,0.0,1.53,0.0,0.0,0.74,0.8,0.0,0.0,93.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3042,56,UFK Spring,2.24,1.08,0.0,1.02,0.0,0.0,0.7,0.67,0.0,0.0,94.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3043,57,UFK Spring,2.19,1.36,0.0,0.95,0.0,0.0,0.56,0.74,0.0,0.0,94.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3044,58,UFK Spring,2.57,1.28,0.0,1.5,0.0,0.0,0.73,0.72,0.0,0.0,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3045,59,UFK Spring,2.59,1.46,0.0,1.61,0.0,0.0,0.66,0.77,0.0,0.0,92.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3046,60,UFK Spring,2.13,1.15,0.0,1.28,0.0,0.0,0.67,0.58,0.0,0.0,94.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3047,61,UFK Spring,2.22,0.99,0.0,1.42,0.0,0.0,0.66,0.62,0.0,0.0,94.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3048,62,UFK Spring,3.01,1.05,0.0,1.55,0.0,0.0,0.57,0.64,0.0,0.0,93.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3049,63,UFK Spring,2.24,1.12,0.0,1.36,0.0,0.0,0.67,0.67,0.0,0.0,93.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3050,64,UFK Spring,2.38,1.13,0.0,1.69,0.0,0.0,0.75,0.63,0.0,0.0,93.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3051,65,UFK Spring,2.14,1.27,0.0,1.47,0.0,0.0,0.76,0.79,0.0,0.0,93.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3052,66,UFK Spring,2.31,1.18,0.0,1.52,0.0,0.0,0.57,0.77,0.0,0.0,93.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3053,67,UFK Spring,2.16,1.25,0.0,1.51,0.0,0.0,0.65,0.71,0.0,0.0,93.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3054,68,UFK Spring,2.44,1.13,0.0,1.33,0.0,0.0,0.77,0.69,0.0,0.0,93.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3055,69,UFK Spring,2.01,1.14,0.0,1.56,0.0,0.0,0.71,0.66,0.0,0.0,93.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3056,70,UFK Spring,2.42,1.49,0.0,0.99,0.0,0.0,0.67,0.75,0.0,0.0,93.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3057,71,UFK Spring,2.14,1.3,0.0,1.48,0.0,0.0,0.76,0.66,0.0,0.0,93.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3058,72,UFK Spring,2.52,1.18,0.0,1.28,0.0,0.0,0.62,0.69,0.0,0.0,93.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3059,73,UFK Spring,2.37,1.14,0.0,1.34,0.0,0.0,0.8,0.78,0.0,0.0,93.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3060,74,UFK Spring,2.88,1.34,0.0,1.57,0.0,0.0,0.68,0.7,0.0,0.0,92.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3061,75,UFK Spring,2.12,1.28,0.0,1.59,0.0,0.0,0.8,0.96,0.0,0.0,93.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3062,76,UFK Spring,2.4,1.16,0.0,1.68,0.0,0.0,0.69,0.75,0.0,0.0,93.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3063,77,UFK Spring,2.13,1.3,0.0,1.52,0.0,0.0,0.52,0.84,0.0,0.0,93.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3064,78,UFK Spring,2.05,1.32,0.0,1.53,0.0,0.0,0.6,0.87,0.0,0.0,93.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3065,79,UFK Spring,1.7,1.26,0.0,1.31,0.0,0.0,0.7,0.6,0.0,0.0,94.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3066,80,UFK Spring,2.38,1.11,0.0,1.61,0.0,0.0,0.7,0.75,0.0,0.0,93.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3067,81,UFK Spring,2.75,1.23,0.0,1.41,0.0,0.0,0.63,0.87,0.0,0.0,93.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3068,82,UFK Spring,1.75,1.22,0.0,1.42,0.0,0.0,0.65,0.65,0.0,0.0,94.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3069,83,UFK Spring,1.82,1.29,0.0,0.98,0.0,0.0,0.59,0.71,0.0,0.0,94.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3070,84,UFK Spring,1.89,1.4,0.0,1.49,0.0,0.0,0.71,0.79,0.0,0.0,93.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3071,85,UFK Spring,2.44,1.48,0.0,1.1,0.0,0.0,0.74,0.63,0.0,0.0,93.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3072,86,UFK Spring,2.55,1.2,0.0,1.36,0.0,0.0,0.65,0.72,0.0,0.0,93.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3073,87,UFK Spring,2.15,1.07,0.0,1.4,0.0,0.0,0.71,0.68,0.0,0.0,93.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3074,88,UFK Spring,2.13,1.1,0.0,1.37,0.0,0.0,0.74,0.74,0.0,0.0,93.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3075,89,UFK Spring,2.34,1.44,0.0,1.15,0.0,0.0,0.57,0.69,0.0,0.0,93.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3076,90,UFK Spring,2.64,1.36,0.0,1.58,0.0,0.0,0.71,0.74,0.0,0.0,92.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3077,91,UFK Spring,2.0,1.19,0.0,1.26,0.0,0.0,0.67,0.7,0.0,0.0,94.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3078,92,UFK Spring,2.18,1.21,0.0,1.59,0.0,0.0,0.72,0.69,0.0,0.0,93.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3079,93,UFK Spring,2.33,1.21,0.0,1.51,0.0,0.0,0.54,0.72,0.0,0.0,93.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3080,94,UFK Spring,2.22,1.1,0.0,1.35,0.0,0.0,0.67,0.81,0.0,0.0,93.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3081,95,UFK Spring,2.04,0.97,0.0,1.34,0.0,0.0,0.57,0.66,0.0,0.0,94.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3082,96,UFK Spring,2.92,1.17,0.0,1.35,0.0,0.0,0.74,0.69,0.0,0.0,93.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3083,97,UFK Spring,2.05,1.42,0.0,1.38,0.0,0.0,0.68,0.61,0.0,0.0,93.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3084,98,UFK Spring,2.02,1.15,0.0,1.27,0.0,0.0,0.6,0.78,0.0,0.0,94.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3085,99,UFK Spring,2.08,1.12,0.0,1.23,0.0,0.0,0.66,0.62,0.0,0.0,94.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3086,100,UFK Spring,1.93,1.05,0.0,1.43,0.0,0.0,0.69,0.61,0.0,0.0,94.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3087,1,VFK Shim,1.82,1.06,0.19,0.39,0.0,0.0,0.26,0.82,0.0,0.0,95.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3088,2,VFK Shim,2.21,1.12,0.2,0.34,0.0,0.0,0.27,0.58,0.0,0.0,95.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,3,VFK Shim,2.48,0.8,0.2,0.45,0.0,0.0,0.26,0.61,0.0,0.0,95.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3090,4,VFK Shim,2.19,1.0,0.28,0.29,0.0,0.0,0.23,0.69,0.0,0.0,95.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3091,5,VFK Shim,2.19,1.25,0.17,0.29,0.0,0.0,0.27,0.66,0.0,0.0,95.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3092,6,VFK Shim,2.05,1.01,0.2,0.28,0.0,0.0,0.29,0.65,0.0,0.0,95.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3093,7,VFK Shim,2.06,1.03,0.22,0.35,0.0,0.0,0.25,0.59,0.0,0.0,95.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3094,8,VFK Shim,2.02,1.03,0.18,0.29,0.0,0.0,0.3,0.8,0.0,0.0,95.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3095,9,VFK Shim,2.17,1.17,0.19,0.35,0.0,0.0,0.29,0.67,0.0,0.0,95.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3096,10,VFK Shim,2.34,0.89,0.2,0.32,0.0,0.0,0.26,0.78,0.0,0.0,95.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3097,11,VFK Shim,2.27,1.18,0.26,0.38,0.0,0.0,0.24,0.81,0.0,0.0,94.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
